case_id,setting,subject,subject_id,target_new,target_true,avg_new_dominance_generation,avg_true_dominance_generation,avg_dominance_diff_generation,relation_id,popularity_score,avg_conflict_pos,avg_true_dominance_generation_bucket_k3,avg_new_dominance_generation_bucket_k3,avg_dominance_diff_generation_bucket_k3,avg_conflict_pos_bucket_k3
7319,information_not_credible_source_new,Sextus Pompeius Festus,Q302723,Russian,Latin,0.4667,0.0833,-0.3833,P1412,23,0.0,1,2,2,1
7354,information_not_credible_source_new,Sean Salisbury,Q100919367,guard,quarterback,0.7556,0.0,-0.7556,P413,0,0.0,1,3,1,1
7413,information_not_credible_source_new,All Hail King Julien,Q18636697,NBC,Netflix,0.3067,0.3733,0.0667,P449,251,0.009378,3,1,3,2
7495,information_not_credible_source_new,Venus Glacier,Q7920592,Europe,Antarctica,0.4381,0.219,-0.219,P30,1,0.008898,2,2,2,2
7663,information_not_credible_source_new,Sergey Lavrov,Q58217,French,Russian,0.1247,0.4172,0.2925,P103,971,0.001589,3,1,3,1
7723,information_not_credible_source_new,Earl King,Q931607,fantasy,blues,0.55,0.0833,-0.4667,P136,30,0.0,1,2,2,1
7728,information_not_credible_source_new,Paris Commune,Q133132,English,French,0.1333,0.4417,0.3083,P37,1352,0.002765,3,1,3,1
7735,information_not_credible_source_new,Nokia 1100,Q498806,Dodge,Nokia,0.0103,0.2256,0.2154,P176,276,0.0,2,1,3,1
7877,information_not_credible_source_new,Lennart Geijer,Q2130664,Ukrainian,Swedish,0.5556,0.0444,-0.5111,P1412,8,0.0,1,2,2,1
7956,information_not_credible_source_new,Adobe Digital Editions,Q144858,Intel,Adobe,0.1244,0.3156,0.1911,P178,49,0.00013,2,1,3,1
8021,information_not_credible_source_new,Split Airport,Q1125392,Sweden,Split,0.1961,0.498,0.302,P138,133,0.003506,3,1,3,1
8085,information_not_credible_source_new,Theni district,Q15196,Germany,India,0.0,0.5911,0.5911,P17,82,0.0,3,1,3,1
8102,information_not_credible_source_new,Santa Maria della Salute,Q52531,Florence,Venice,0.1167,0.3222,0.2056,P276,156,0.001758,2,1,3,1
8238,information_not_credible_source_new,Pietro Fanna,Q2274998,goaltender,midfielder,0.3619,0.0,-0.3619,P413,9,0.0,1,2,2,1
8353,information_not_credible_source_new,Anna Neagle,Q433044,journalist,actor,0.6,0.0,-0.6,P106,321,0.00047,1,3,1,1
8395,information_not_credible_source_new,James Laurinaitis,Q339711,quarterback,linebacker,0.1255,0.3294,0.2039,P413,277,0.000724,2,1,3,1
8460,information_not_credible_source_new,Ruovesi,Q510636,Catalan,Finnish,0.0844,0.3556,0.2711,P37,11,0.0,3,1,3,1
8521,information_not_credible_source_new,Haakon Lie,Q980028,Paris,Oslo,1.0,0.0,-1.0,P20,6,0.0,1,3,1,1
8541,information_not_credible_source_new,Togo,Q945,Finnish,French,0.0133,0.5533,0.54,P37,1507,0.000518,3,1,3,1
8620,information_not_credible_source_new,John Bernard Riley,Q916982,opera,jazz,0.9667,0.0,-0.9667,P136,16,0.0,1,3,1,1
9062,information_not_credible_source_new,Dominique Bouhours,Q1238179,Russian,French,0.6333,0.1,-0.5333,P103,4,3.7e-05,1,3,1,1
9075,information_not_credible_source_new,60 Minutes II,Q4641678,PBS,CBS,0.4533,0.08,-0.3733,P449,27,0.0,1,2,2,1
9079,information_not_credible_source_new,Daisaku Ikeda,Q467395,Islam,Buddhism,0.0,0.4867,0.4867,P140,183,0.000994,3,1,3,1
9294,information_not_credible_source_new,Christmas Island,Q106080035,Toyota,Christmas,0.0567,0.49,0.4333,P138,0,1.9e-05,3,1,3,1
9407,information_not_credible_source_new,Alexei Kovalev,Q102282367,basketball,hockey,0.8222,0.0,-0.8222,P641,0,0.0,1,3,1,1
9487,information_not_credible_source_new,CBS Summer Playhouse,Q860038,MTV,CBS,0.4,0.1333,-0.2667,P449,26,0.0,2,2,2,1
9510,information_not_credible_source_new,Ennin,Q732282,Islam,Buddhism,0.7167,0.1333,-0.5833,P140,25,0.007016,2,3,1,2
9539,information_not_credible_source_new,Twm o'r Nant,Q1767904,Dutch,Welsh,0.52,0.0933,-0.4267,P103,3,0.00032,1,2,2,1
9670,information_not_credible_source_new,Salman the Persian,Q557378,Christianity,Islam,0.6667,0.3667,-0.3,P140,368,0.006655,3,3,2,2
9772,information_not_credible_source_new,Shabbona,Q2254872,Dallas,Morris,0.7333,0.0,-0.7333,P20,5,0.0,1,3,1,1
9790,information_not_credible_source_new,Bermuda,Q23635,Swedish,English,0.175,0.4167,0.2417,P37,3182,0.006004,3,1,3,2
9832,information_not_credible_source_new,Axel Witsel,Q151838,quarterback,midfielder,0.125,0.575,0.45,P413,1168,0.0,3,1,3,1
9915,information_not_credible_source_new,Copenhagen Airport,Q206277,Mars,Copenhagen,0.121,0.5284,0.4074,P138,464,0.0,3,1,3,1
9930,information_not_credible_source_new,Kasey Keller,Q356814,football,soccer,1.0,1.0,0.0,P641,145,0.072329,3,3,3,3
10038,information_not_credible_source_new,Alfred Capus,Q198621,Russian,French,0.8,0.0,-0.8,P103,2,0.0,1,3,1,1
10040,information_not_credible_source_new,Cognos,Q1107048,WWE,IBM,0.1778,0.2444,0.0667,P127,41,0.0,2,1,3,1
10052,information_not_credible_source_new,Nissan Prairie,Q669213,IBM,Nissan,0.2044,0.3556,0.1511,P176,67,0.0,3,1,3,1
10180,information_not_credible_source_new,Open Packaging Conventions,Q3353182,Google,Microsoft,0.3556,0.2931,-0.0624,P178,19,0.006847,2,2,2,2
10223,information_not_credible_source_new,Cogeco,Q7887664,Seattle,Montreal,0.75,0.1833,-0.5667,P159,63,0.0,2,3,1,1
10231,information_not_credible_source_new,Polina Gagarina,Q4131386,politician,actor,0.2333,0.3333,0.1,P106,99,0.000484,2,1,3,1
10319,information_not_credible_source_new,The Michael Richards Show,Q7751238,BBC,NBC,0.6667,0.1556,-0.5111,P449,142,4.3e-05,2,3,2,1
10326,information_not_credible_source_new,Windows 8.1,Q3569290,Apple,Microsoft,0.2143,0.3952,0.181,P178,818,0.014574,3,1,3,2
10343,information_not_credible_source_new,Southwest Philadelphia,Q7571337,Greenland,Philadelphia,0.0909,0.6242,0.5333,P131,28,0.0,3,1,3,1
10365,information_not_credible_source_new,Thomas McCollum,Q89517481,midfielder,goaltender,0.8222,0.0,-0.8222,P413,0,0.0,1,3,1,1
10376,information_not_credible_source_new,Leo X,Q43922,patriarch,pope,0.3833,0.0167,-0.3667,P39,1106,0.0,1,2,2,1
10440,information_not_credible_source_new,Tecla Scarano,Q3982413,Hebrew,Italian,0.6667,0.05,-0.6167,P1412,2,0.000432,1,3,1,1
10509,information_not_credible_source_new,City of Birmingham Symphony Orchestra,Q706774,carbon,Birmingham,0.3381,0.3048,-0.0333,P138,28,0.000551,2,2,3,1
10747,information_not_credible_source_new,Jerzy Zawieyski,Q2510207,London,Warsaw,0.7833,0.0,-0.7833,P20,4,0.0,1,3,1,1
10775,information_not_credible_source_new,Elis Regina,Q465877,France,Brazil,0.9067,0.0,-0.9067,P27,141,0.0,1,3,1,1
10845,information_not_credible_source_new,Antoine Augustin Calmet,Q767668,Russian,French,0.0,0.4667,0.4667,P103,47,0.000537,3,1,3,1
10881,information_not_credible_source_new,Logic Studio,Q1142467,Google,Apple,0.1152,0.3394,0.2242,P178,17,0.007784,2,1,3,2
11168,information_not_credible_source_new,A229 road,Q4649026,Jerusalem,Kent,0.5667,0.0,-0.5667,P131,10,0.0,1,2,1,1
11187,information_not_credible_source_new,Brett Favre,Q267088,hockey,football,0.125,0.6583,0.5333,P641,3116,0.0,3,1,3,1
11382,information_not_credible_source_new,Gary Scelzi,Q5525887,Chicago,Fresno,1.0,0.0,-1.0,P19,14,0.0,1,3,1,1
11509,information_not_credible_source_new,Hagia Sophia,Q12506,Berlin,Istanbul,0.0048,0.4238,0.419,P276,3468,0.0,3,1,3,1
11678,information_not_credible_source_new,The Bold Ones,Q7719042,History,NBC,0.4583,0.0417,-0.4167,P449,21,0.000683,1,2,2,1
11722,information_not_credible_source_new,Lannemezan,Q383402,Greece,France,0.0,0.0,0.0,P17,30,0.000188,1,1,3,1
11929,information_not_credible_source_new,Davao Region,Q13694,Boston,Philippines,0.15,0.5833,0.4333,P131,202,0.000427,3,1,3,1
11976,information_not_credible_source_new,Gluecifer,Q1248223,Leeds,Oslo,0.9167,0.0,-0.9167,P740,25,0.0,1,3,1,1
11977,information_not_credible_source_new,Jon Larsen,Q112485126,opera,jazz,0.4833,0.05,-0.4333,P136,0,0.0,1,2,2,1
12194,information_not_credible_source_new,Renault Fluence,Q1050584,BMW,Renault,0.1417,0.3583,0.2167,P176,111,0.00214,3,1,3,1
12238,information_not_credible_source_new,Toyota Coaster,Q581385,Microsoft,Toyota,0.1905,0.3143,0.1238,P176,233,0.0,2,1,3,1
12472,information_not_credible_source_new,Eleanor Oldroyd,Q5354350,Apple,BBC,0.5,0.0,-0.5,P108,16,0.0,1,2,2,1
12594,information_not_credible_source_new,Stephen Hough,Q1243635,trumpet,piano,0.6667,0.1333,-0.5333,P1303,70,0.004651,2,3,1,1
12597,information_not_credible_source_new,Nauka i Zhizn,Q4314276,Chinese,Russian,0.3125,0.2625,-0.05,P407,3,0.003754,2,2,3,1
12646,information_not_credible_source_new,Columbia Daily Tribune,Q5149683,Glasgow,Columbia,0.3,0.2917,-0.0083,P159,6,0.001445,2,1,3,1
12671,information_not_credible_source_new,The Sleeping Car Murders,Q593767,Tamil,French,0.5333,0.2667,-0.2667,P364,32,0.0,2,2,2,1
12736,information_not_credible_source_new,Canberra International Film Festival,Q5031263,Baltimore,Canberra,0.0,0.0,0.0,P276,2,0.0,1,1,3,1
12837,information_not_credible_source_new,University of Strathclyde,Q1859178,Houston,Glasgow,0.1926,0.4667,0.2741,P159,204,0.0,3,1,3,1
12851,information_not_credible_source_new,Willie Stargell,Q1054942,soccer,baseball,0.3222,0.2222,-0.1,P641,409,4.7e-05,2,2,2,1
12923,information_not_credible_source_new,Big Daddy Weave,Q4905546,Manchester,Mobile,0.45,0.1167,-0.3333,P740,137,0.0,1,2,2,1
13044,information_not_credible_source_new,Juan J. Campanella,Q726925,Russian,Spanish,0.25,0.3167,0.0667,P1412,33,0.002553,2,1,3,1
13070,information_not_credible_source_new,Battle of Olszynka Grochowska,Q1576383,Jerusalem,Warsaw,0.0909,0.5394,0.4485,P276,57,0.000156,3,1,3,1
13101,information_not_credible_source_new,The Godfather,Q60875410,Swedish,English,0.1042,0.5583,0.4542,P364,0,0.004999,3,1,3,1
13199,information_not_credible_source_new,Donetsk Oblast,Q2012050,English,Ukrainian,0.4333,0.0,-0.4333,P37,1724,0.000221,1,2,2,1
13215,information_not_credible_source_new,Julien Augustin Joseph Mermet,Q3189346,Baltimore,Paris,0.5067,0.0,-0.5067,P20,4,0.0,1,2,2,1
13245,information_not_credible_source_new,John Brack,Q117680,Rome,Melbourne,0.84,0.0,-0.84,P20,15,0.0,1,3,1,1
13328,information_not_credible_source_new,Park Seo-joon,Q5116234,London,Seoul,0.419,0.1524,-0.2667,P19,1263,0.0,2,2,2,1
13359,information_not_credible_source_new,Frankie Knuckles,Q205322,Oslo,Chicago,0.3222,0.4778,0.1556,P20,266,0.0,3,2,3,1
13419,information_not_credible_source_new,CTV Television Network,Q767221,London,Toronto,0.2359,0.3538,0.1179,P159,352,0.00026,3,1,3,1
13494,information_not_credible_source_new,Tales of Wells Fargo,Q3980406,PBS,NBC,0.5333,0.1833,-0.35,P449,201,0.000208,2,2,2,1
13729,information_not_credible_source_new,IBM AIX,Q269856,Microsoft,IBM,0.2377,0.3072,0.0696,P178,208,0.001078,2,1,3,1
13733,information_not_credible_source_new,Hurrem sultan,Q6077715,Christianity,Islam,0.1833,0.4583,0.275,P140,0,0.001098,3,1,3,1
13833,information_not_credible_source_new,Wood Gundy,Q8032214,Vancouver,Toronto,0.7333,0.15,-0.5833,P159,15,0.008708,2,3,1,2
14008,information_not_credible_source_new,Khadijah bint Khuwaylid,Q42034,Christianity,Islam,0.1556,0.4519,0.2963,P140,963,0.001817,3,1,3,1
14320,information_not_credible_source_new,Cumhuriyet,Q97012871,French,Turkish,0.6,0.1733,-0.4267,P407,0,0.0,2,3,2,1
14404,information_not_credible_source_new,Sally Seltmann,Q7405288,Scotland,Australia,0.7733,0.0,-0.7733,P27,23,0.000354,1,3,1,1
14442,information_not_credible_source_new,Carpathian Mountains,Q1288,Argentina,Austria,0.1905,0.2,0.0095,P17,1320,0.0,2,1,3,1
14492,information_not_credible_source_new,University of South Florida,Q500606,Geneva,Tampa,0.0,0.619,0.619,P159,500,0.0,3,1,3,1
14535,information_not_credible_source_new,Lin Yang-kang,Q6550125,Argentina,Taiwan,0.84,0.0,-0.84,P27,10,0.0,1,3,1,1
14648,information_not_credible_source_new,Yigal Hurvitz,Q434182,Romanian,Hebrew,0.4933,0.0933,-0.4,P1412,3,0.0,1,2,2,1
14677,information_not_credible_source_new,Karl Michael Ziehrer,Q696576,Philadelphia,Vienna,0.85,0.0,-0.85,P20,11,0.0,1,3,1,1
14735,information_not_credible_source_new,Travis Blackley,Q495199,midfielder,pitcher,0.7778,0.0,-0.7778,P413,7,0.0,1,3,1,1
14745,information_not_credible_source_new,Nathaniel Hawthorne,Q69339,Russian,English,0.0,0.4952,0.4952,P1412,1283,0.000866,3,1,3,1
14747,information_not_credible_source_new,Julien Carette,Q1712227,Russian,French,0.7778,0.0,-0.7778,P103,8,0.0,1,3,1,1
14749,information_not_credible_source_new,Canada men's national soccer team,Q208635,NATO,FIFA,0.3028,0.2361,-0.0667,P463,844,0.0,2,1,2,1
14815,information_not_credible_source_new,Leo IX,Q58559,bishop,pope,0.3733,0.0133,-0.36,P39,186,0.0,1,2,2,1
14852,information_not_credible_source_new,Nick Swisher,Q978581,basketball,baseball,0.5067,0.0667,-0.44,P641,463,0.002338,1,2,2,1
14883,information_not_credible_source_new,Thomas Earnshaw,Q2423581,Egypt,London,1.0,0.0,-1.0,P20,25,0.0,1,3,1,1
14907,information_not_credible_source_new,Real Academia de Bellas Artes de San Fernando,Q1322403,Tokyo,Madrid,0.0,0.3533,0.3533,P159,31,0.0,3,1,3,1
14997,information_not_credible_source_new,Nicole Oresme,Q310777,pope,bishop,0.6667,0.0667,-0.6,P39,85,0.005536,1,3,1,1
15064,information_not_credible_source_new,European Aviation Safety Agency,Q276255,Chicago,Cologne,0.3,0.4,0.1,P159,81,0.0,3,1,3,1
15249,information_not_credible_source_new,BMW E87,Q796469,Honda,BMW,0.2389,0.1778,-0.0611,P176,880,0.002638,2,1,2,1
15291,information_not_credible_source_new,Turaida,Q2300840,Romania,Latvia,0.0308,0.6,0.5692,P17,5,0.003539,3,1,3,1
15577,information_not_credible_source_new,Combat Hospital,Q603496,Belgium,Canada,0.0952,0.2571,0.1619,P495,29,0.00765,2,1,3,2
15766,information_not_credible_source_new,Hauk Aabel,Q3354983,photographer,actor,0.7667,0.0,-0.7667,P106,2,0.0,1,3,1,1
15850,information_not_credible_source_new,Supervivientes,Q7647314,Paris,Honduras,0.5111,0.1185,-0.3926,P276,19,0.0,1,2,2,1
15867,information_not_credible_source_new,George Robert Gray,Q310456,Munich,London,0.9111,0.0,-0.9111,P20,16,0.0,1,3,1,1
15907,information_not_credible_source_new,Rob Zombie,Q298255,piano,guitar,1.0,0.0,-1.0,P1303,4180,0.000334,1,3,1,1
15954,information_not_credible_source_new,Toyota Aygo,Q825358,Renault,Toyota,0.1294,0.3392,0.2098,P176,329,0.002009,2,1,3,1
15957,information_not_credible_source_new,Benedict XVI,Q2494,bishop,pope,0.3167,0.0167,-0.3,P39,2334,0.0,1,2,2,1
16048,information_not_credible_source_new,Eurajoki,Q1001783,Dutch,Finnish,0.1067,0.3893,0.2827,P37,10,0.000353,3,1,3,1
16130,information_not_credible_source_new,Vietnam,Q881,Antarctica,Asia,0.3259,0.4444,0.1185,P30,7298,0.002872,3,2,3,1
16377,information_not_credible_source_new,Chester railway station,Q2478175,Bern,Chester,0.0,0.503,0.503,P138,36,0.0,3,1,3,1
16420,information_not_credible_source_new,Suzuki B-King,Q2000575,Honda,Suzuki,0.0,0.6267,0.6267,P176,104,0.004299,3,1,3,1
16426,information_not_credible_source_new,Mulheres de Areia,Q466801,Australia,Brazil,0.3333,0.1111,-0.2222,P495,12,0.0,1,2,2,1
16479,information_not_credible_source_new,Peter Forsberg,Q348416,soccer,hockey,0.6444,0.1556,-0.4889,P641,298,0.0,2,3,2,1
16556,information_not_credible_source_new,William Henry Harrison,Q11869,French,English,0.2463,0.1889,-0.0574,P103,3226,0.001103,2,1,2,1
16585,information_not_credible_source_new,Temples of Abu Simbel,Q134140,Chile,Egypt,0.037,0.4938,0.4568,P17,854,0.000259,3,1,3,1
16655,information_not_credible_source_new,Thailand,Q869,Welsh,Thai,0.0167,0.5,0.4833,P37,7647,0.0,3,1,3,1
16803,information_not_credible_source_new,Livonian Crusade,Q196409,Houston,Latvia,0.0,0.0667,0.0667,P276,140,0.0,1,1,3,1
16841,information_not_credible_source_new,Maurice Richard,Q3301329,football,hockey,0.6667,0.2444,-0.4222,P641,0,0.000152,2,3,2,1
16993,information_not_credible_source_new,Archie Manning,Q611891,midfielder,quarterback,0.1037,0.4148,0.3111,P413,2845,0.0,3,1,3,1
17002,information_not_credible_source_new,Jason Kidd,Q221341,football,basketball,0.1111,0.4278,0.3167,P641,1688,0.000809,3,1,3,1
17094,information_not_credible_source_new,Jan Swammerdam,Q336794,Beijing,Amsterdam,0.22,0.42,0.2,P20,36,0.0,3,1,3,1
17247,information_not_credible_source_new,Fiat 850,Q1360944,Intel,Fiat,0.1619,0.4143,0.2524,P176,144,0.0,3,1,3,1
17276,information_not_credible_source_new,Anton Nel,Q4775923,trumpet,piano,0.6133,0.0267,-0.5867,P1303,5,0.000473,1,3,1,1
17298,information_not_credible_source_new,Pascal Quignard,Q423298,English,French,0.5733,0.08,-0.4933,P1412,21,0.0,1,2,2,1
17378,information_not_credible_source_new,Samuil Feinberg,Q1971227,violin,piano,0.65,0.0833,-0.5667,P1303,28,0.0,1,3,1,1
17442,information_not_credible_source_new,Jacques Sadoul,Q2033504,Dutch,French,0.52,0.2133,-0.3067,P103,1,0.000462,2,2,2,1
17525,information_not_credible_source_new,Goswin de Stassart,Q1538693,Dutch,French,0.4933,0.0,-0.4933,P103,2,0.000252,1,2,2,1
17528,information_not_credible_source_new,Mike Cowlishaw,Q52254,BBC,IBM,0.525,0.15,-0.375,P108,8,0.0,2,2,2,1
17811,information_not_credible_source_new,Edward Burtynsky,Q967163,actor,photographer,0.103,0.4909,0.3879,P106,60,0.0,3,1,3,1
18070,information_not_credible_source_new,MillerCoors,Q6859054,Budapest,Chicago,0.2407,0.2815,0.0407,P159,66,0.0,2,1,3,1
18094,information_not_credible_source_new,Utah County,Q27229,Uganda,Utah,0.103,0.3576,0.2545,P131,201,0.0,3,1,3,1
18143,information_not_credible_source_new,Abdul Khalid Ibrahim,Q4665485,France,Malaysia,0.7778,0.0444,-0.7333,P27,19,0.0,1,3,1,1
18161,information_not_credible_source_new,The Josephine Baker Story,Q7743526,CBS,HBO,0.6667,0.0,-0.6667,P449,46,0.0,1,3,1,1
18242,information_not_credible_source_new,Central African Republic,Q929,Antarctica,Africa,0.0178,0.5556,0.5378,P30,2016,0.003828,3,1,3,1
18284,information_not_credible_source_new,Romania,Q218,French,Romanian,0.1292,0.1792,0.05,P37,5896,0.003567,2,1,3,1
18319,information_not_credible_source_new,Walter Payton,Q963117,baseball,football,0.45,0.0167,-0.4333,P641,1278,0.004185,1,2,2,1
18510,information_not_credible_source_new,TMF Nederland,Q2382500,Bangalore,Amsterdam,0.7067,0.1867,-0.52,P159,16,0.0,2,3,1,1
18520,information_not_credible_source_new,Paul Mercurio,Q325406,economist,actor,0.6,0.0,-0.6,P106,207,0.0,1,3,1,1
18587,information_not_credible_source_new,Jules Massenet,Q194436,Norwegian,French,0.05,0.4367,0.3867,P1412,126,0.000153,3,1,3,1
18592,information_not_credible_source_new,Nea Zichni Municipality,Q2532139,Poland,Greece,0.1818,0.3455,0.1636,P17,3,0.000826,2,1,3,1
18604,information_not_credible_source_new,John Shelby Spong,Q1196186,cardinal,bishop,0.3455,0.1818,-0.1636,P39,118,0.000452,2,2,2,1
18786,information_not_credible_source_new,Jay Cutler,Q312811,midfielder,quarterback,0.2,0.44,0.24,P413,1922,0.0,3,1,3,1
18834,information_not_credible_source_new,West Darfur,Q846331,Australia,Sudan,0.0,0.6762,0.6762,P17,23,0.0,3,1,3,1
18840,information_not_credible_source_new,Woodbine Racetrack,Q3135941,Rome,Ontario,0.45,0.0167,-0.4333,P131,42,0.0,1,2,2,1
18845,information_not_credible_source_new,2000 Summer Olympics,Q8544,Istanbul,Sydney,0.0,0.6333,0.6333,P276,665,0.0,3,1,3,1
18860,information_not_credible_source_new,Muawiyah I,Q181154,Moscow,Damascus,0.3444,0.4111,0.0667,P20,799,0.0,3,2,3,1
18966,information_not_credible_source_new,Birmingham Repertory Theatre,Q4916786,Athens,Birmingham,0.2778,0.1667,-0.1111,P131,39,0.0,2,1,2,1
19047,information_not_credible_source_new,Hogeschool Gent,Q1313163,Ethiopia,Belgium,0.0,0.0,0.0,P17,10,0.000348,1,1,3,1
19066,information_not_credible_source_new,Adrian Knox,Q4685169,Albania,Australia,0.68,0.0,-0.68,P27,3,0.000469,1,3,1,1
19107,information_not_credible_source_new,Amiibo,Q17157056,IBM,Nintendo,0.1037,0.3407,0.237,P178,166,0.000168,2,1,3,1
19114,information_not_credible_source_new,Le Droit,Q3222449,Swedish,French,0.5048,0.0952,-0.4095,P407,8,0.002171,1,2,2,1
19122,information_not_credible_source_new,Felix Plater,Q667732,sociology,medicine,0.6111,0.0,-0.6111,P101,7,0.0,1,3,1,1
19214,information_not_credible_source_new,The Immoralist,Q174626,English,French,0.0967,0.3367,0.24,P364,51,0.002237,2,1,3,1
19322,information_not_credible_source_new,Madame Figaro,Q3275273,Spanish,French,0.5556,0.1,-0.4556,P407,38,0.000393,1,2,2,1
19430,information_not_credible_source_new,Pierre Braunberger,Q343898,Lawrence,Paris,0.6167,0.0,-0.6167,P19,3,0.0,1,3,1,1
19485,information_not_credible_source_new,ProStars,Q7246696,CBS,NBC,0.7556,0.0,-0.7556,P449,81,0.0,1,3,1,1
19523,information_not_credible_source_new,Pechora River,Q8168,Antarctica,Europe,0.2364,0.1091,-0.1273,P30,23,0.0,1,1,2,1
19597,information_not_credible_source_new,Catalonia,Q5705,English,Spanish,0.2095,0.3143,0.1048,P37,2103,0.008215,2,1,3,2
19805,information_not_credible_source_new,Antoine Danchet,Q585987,Taiwan,France,0.5444,0.0111,-0.5333,P27,1,0.000201,1,2,1,1
19829,information_not_credible_source_new,Ghazi of Iraq,Q314784,Christian,Islam,0.6444,0.0222,-0.6222,P140,237,5.2e-05,1,3,1,1
19898,information_not_credible_source_new,Darren Daulton,Q3016497,goaltender,catcher,0.1619,0.4,0.2381,P413,1610,0.0,3,1,3,1
19941,information_not_credible_source_new,DNB ASA,Q80788,Atlanta,Oslo,0.3333,0.4222,0.0889,P159,61,0.0,3,2,3,1
20051,information_not_credible_source_new,London Book Fair,Q6669870,Normandy,London,0.0385,0.5385,0.5,P276,12,0.0,3,1,3,1
20098,information_not_credible_source_new,Larsmo,Q259863,Argentina,Finland,0.0,0.0,0.0,P17,15,0.00041,1,1,3,1
20112,information_not_credible_source_new,Roland Freisler,Q57601,Winnipeg,Berlin,0.1667,0.4667,0.3,P20,526,0.0,3,1,3,1
20182,information_not_credible_source_new,Irina Khakamada,Q541213,Dutch,Russian,0.3778,0.0889,-0.2889,P103,43,0.000447,1,2,2,1
20202,information_not_credible_source_new,Nissan Sentra,Q1132451,Nokia,Nissan,0.1556,0.2074,0.0519,P176,629,0.0,2,1,3,1
20311,information_not_credible_source_new,Herald Sun Tour,Q1607801,Helsinki,Victoria,0.2667,0.3333,0.0667,P276,17,0.0,2,1,3,1
20324,information_not_credible_source_new,Peter Howson,Q711799,Rome,London,0.5481,0.1185,-0.4296,P19,32,0.001322,1,2,2,1
20486,information_not_credible_source_new,Sam Rayburn Reservoir,Q1475987,Vienna,Texas,0.6,0.0,-0.6,P131,50,0.0,1,3,1,1
20647,information_not_credible_source_new,Ambrose Akinmusire,Q34054,opera,jazz,0.5,0.0333,-0.4667,P136,38,0.0,1,2,2,1
20680,information_not_credible_source_new,Lavoisier Island,Q3108669,Asia,Antarctica,0.3926,0.2741,-0.1185,P30,1,0.009971,2,2,2,2
20821,information_not_credible_source_new,Hippos,Q604995,Winnipeg,horse,0.425,0.05,-0.375,P138,25,0.0,1,2,2,1
21013,information_not_credible_source_new,Thomas Browne,Q313925,London,Norwich,0.8167,0.0,-0.8167,P937,171,0.0,1,3,1,1
21066,information_not_credible_source_new,International Documentary Film Festival Amsterdam,Q1666506,Berlin,Amsterdam,0.2667,0.3778,0.1111,P276,23,0.0,3,1,3,1
21073,information_not_credible_source_new,Honda VFR400,Q5892759,IBM,Honda,0.0921,0.3492,0.2571,P176,75,0.000232,2,1,3,1
21076,information_not_credible_source_new,Illertissen,Q503295,India,Germany,0.0,0.0,0.0,P17,16,0.000748,1,1,3,1
21157,information_not_credible_source_new,Report Program Generator,Q840543,Microsoft,IBM,0.4667,0.0444,-0.4222,P178,85,0.0,1,2,2,1
21268,information_not_credible_source_new,Central Black Forest,Q1940689,Iran,Germany,0.7667,0.0,-0.7667,P17,3,0.0,1,3,1,1
21279,information_not_credible_source_new,Selbu,Q492209,Belgium,Norway,0.1917,0.4417,0.25,P17,9,0.0,3,1,3,1
21432,information_not_credible_source_new,Brazilian Football Confederation,Q244754,UFO,FIFA,0.0,0.0,0.0,P463,243,0.0,1,1,3,1
21468,information_not_credible_source_new,Tony Benn,Q332412,Lisbon,London,0.1436,0.4615,0.3179,P20,878,5.8e-05,3,1,3,1
21488,information_not_credible_source_new,Aruna Irani,Q158225,journalist,actor,0.55,0.0,-0.55,P106,889,0.0,1,2,1,1
21537,information_not_credible_source_new,Alexander VIII,Q101294,London,Rome,1.0,0.0,-1.0,P20,40,0.011167,1,3,1,2
21638,information_not_credible_source_new,Mike Shinoda,Q19201,violin,guitar,0.2542,0.2083,-0.0458,P1303,1845,0.0,2,1,3,1
21791,information_not_credible_source_new,Lydia Chukovskaya,Q433942,French,Russian,0.6,0.0667,-0.5333,P103,19,0.001538,1,3,1,1
21836,information_not_credible_source_new,Gregory XV,Q132692,bishop,pope,0.36,0.0267,-0.3333,P39,56,0.0,1,2,2,1
21891,information_not_credible_source_new,Saint Amandus,Q453698,mayor,bishop,0.7778,0.0,-0.7778,P39,33,0.0,1,3,1,1
108,neutral_new,Bastille,Q689,Canada,France,0.3441,0.2301,-0.114,P17,512,0.039945,2,2,2,2
165,neutral_new,The Million Second Quiz,Q14898907,CBS,NBC,0.0,0.0,0.0,P449,19,,1,1,3,
187,neutral_new,Hamburg International Film Festival,Q1414659,Rome,Hamburg,0.7067,0.0533,-0.6533,P276,8,0.0,1,3,1,1
222,neutral_new,Mount Markham,Q1412427,Europe,Antarctica,0.6,0.1867,-0.4133,P30,4,0.009459,2,3,2,2
239,neutral_new,Nizampatnam,Q988685,Ghana,India,0.6533,0.16,-0.4933,P17,14,0.002947,2,3,2,1
243,neutral_new,Housos,Q17007227,Spain,Australia,0.8333,0.0,-0.8333,P495,69,0.0,1,3,1,1
307,neutral_new,Chardonne,Q52698,English,French,0.55,0.25,-0.3,P37,2,0.001506,2,2,2,1
423,neutral_new,Delchev Ridge,Q5253560,Europe,Antarctica,0.4571,0.1524,-0.3048,P30,0,0.006884,2,2,2,2
439,neutral_new,Irfan Habib,Q3154342,Singapore,India,0.6667,0.0,-0.6667,P27,136,0.0,1,3,1,1
